"countryIsoCode","country","year","Carbon dioxide emissions per capita (production) (tonnes)","Coefficient of human inequality","Gender Inequality Index (value)","Inequality in eduation","Inequality in income","Inequality in life expectancy","Labour force participation rate, female (% ages 15 and older)","Labour force participation rate, male (% ages 15 and older)","Material footprint per capita (tonnes)","Maternal Mortality Ratio (deaths per 100,000 live births)","Share of seats in parliament, female (% held by women)","Share of seats in parliament, male (% held by men)"
"LTU","Lithuania","2016",4.473,10.298,0.138,4.488,21.517,4.89,55.65,66.03,18.554,8.142,21.277,78.723
"LTU","Lithuania","2017",4.574,10.301,0.133,4.279,22.483,4.14,55.83,66.39,19.808,8.035,21.277,78.723
"LTU","Lithuania","2018",4.671,9.836,0.128,3.881,21.334,4.292,56.53,67.61,23.294,7.846,21.277,78.723
"LTU","Lithuania","2019",4.801,9.344,0.122,4.018,19.795,4.22,57.27,67.84,22.127,7.357,21.277,78.723
"LTU","Lithuania","2020",4.801,8.815,0.107,3.577,18.774,4.095,57.34,68.82,24.237,8.66,26.95,73.05
"LTU","Lithuania","2021",4.963,8.978,0.105,3.055,19.563,4.317,57.34,68.04,33.668,8.66,27.66,72.34
"LTU","Lithuania","2022",4.963,9.145,0.098,2.912,20.367,4.155,58.84,67.71,32.825,8.66,28.369,71.631
"LUX","Luxembourg","1990",30.99,NA,0.207,NA,NA,NA,33.61,67.74,29.324,10.93,20,80
"LUX","Luxembourg","1991",32.182,NA,0.188,NA,NA,NA,37.46,69.07,27.304,10.268,20,80
"LUX","Luxembourg","1992",31.167,NA,0.187,NA,NA,NA,39.06,68.69,28.549,11.554,20,80
"LUX","Luxembourg","1993",31.137,NA,0.185,NA,NA,NA,37.56,68.62,27.795,10.901,20,80
"LUX","Luxembourg","1994",28.711,NA,0.177,NA,NA,NA,38.36,67.68,29.764,11.129,20,80
"LUX","Luxembourg","1995",22.461,NA,0.17,NA,NA,NA,35.87,66.38,31.897,10.552,20,80
"LUX","Luxembourg","1996",22.283,NA,0.164,NA,NA,NA,37.03,65.39,29.967,10.89,20,80
"LUX","Luxembourg","1997",20.468,NA,0.161,NA,NA,NA,38.14,64.67,30.206,11.994,20,80
"LUX","Luxembourg","1998",18.092,NA,0.158,NA,NA,NA,38.51,64.56,31.633,11.409,20,80
"LUX","Luxembourg","1999",18.907,NA,0.17,NA,NA,NA,40.72,64.31,36.866,11.268,16.667,83.333
"LUX","Luxembourg","2000",19.979,NA,0.17,NA,NA,NA,41.37,66.08,38.292,9.259,16.667,83.333
"LUX","Luxembourg","2001",20.862,NA,0.194,NA,NA,NA,42.38,81.29,35.379,11.469,16.667,83.333
"LUX","Luxembourg","2002",22.382,NA,0.174,NA,NA,NA,43.51,66.46,35.018,11.213,16.667,83.333
"LUX","Luxembourg","2003",23.158,NA,0.178,NA,NA,NA,43.66,65.08,40.481,12.276,16.667,83.333
"LUX","Luxembourg","2004",25.824,NA,0.14,NA,NA,NA,45.41,64.91,44.479,10.474,23.333,76.667
"LUX","Luxembourg","2005",25.985,NA,0.138,NA,NA,NA,46.35,65.08,44.082,10.683,23.333,76.667
"LUX","Luxembourg","2006",25.214,NA,0.126,NA,NA,NA,49.39,60.37,40.759,11.389,23.333,76.667
"LUX","Luxembourg","2007",23.563,NA,0.112,NA,NA,NA,50.37,61.3,39.306,9.226,23.333,76.667
"LUX","Luxembourg","2008",22.865,NA,0.112,NA,NA,NA,48.06,64.14,43.13,10.323,23.333,76.667
"LUX","Luxembourg","2009",21.352,NA,0.112,NA,NA,NA,49.89,66.6,33.908,8.452,20,80
"LUX","Luxembourg","2010",22.083,8.718,0.11,7.523,14.883,3.748,49.78,65.83,35.018,8.271,20,80
"LUX","Luxembourg","2011",21.425,8.394,0.09,7.035,14.448,3.7,50.25,65.05,36.101,6.956,25,75
"LUX","Luxembourg","2012",20.491,8.257,0.094,7.053,14.448,3.269,51.89,65.7,35.131,8.478,21.667,78.333
"LUX","Luxembourg","2013",19.038,8.428,0.073,6.839,14.448,3.999,52.49,66.33,36.303,8.28,28.333,71.667
"LUX","Luxembourg","2014",17.666,9.238,0.07,8.223,16.132,3.358,53.44,66.75,39.437,6.288,28.333,71.667
"LUX","Luxembourg","2015",16.422,9.041,0.065,9.434,14.717,2.972,54.56,65.4,36.528,6.921,28.333,71.667
"LUX","Luxembourg","2016",15.59,9.695,0.061,8.724,16.747,3.615,53.51,64.28,37.772,6.33,28.333,71.667
"LUX","Luxembourg","2017",15.543,8.994,0.055,8.003,15.689,3.291,54.97,63.63,36.569,6.726,28.333,71.667
"LUX","Luxembourg","2018",15.749,9.307,0.071,6.29,17.856,3.776,55.8,63.94,49.134,6.627,20,80
"LUX","Luxembourg","2019",15.758,9.26,0.059,5.301,18.561,3.917,55.82,65.42,46.084,6.414,25,75
"LUX","Luxembourg","2020",12.798,8.828,0.048,5.156,17.399,3.93,57.01,64.55,44.705,6.486,30,70
"LUX","Luxembourg","2021",13.185,8.758,0.042,5.901,16.502,3.87,58.14,65.66,49.564,6.486,35,65
"LUX","Luxembourg","2022",13.185,9.247,0.043,8.135,16.435,3.172,57.99,65.09,49.19,6.486,33.333,66.667
"LVA","Latvia","1990",7.311,NA,NA,NA,NA,NA,NA,NA,NA,45.41,9,91
"LVA","Latvia","1991",6.689,NA,NA,NA,NA,NA,NA,NA,NA,41.05,9,91
"LVA","Latvia","1992",5.331,NA,NA,NA,NA,NA,NA,NA,8.771,44.12,9,91
"LVA","Latvia","1993",4.518,NA,NA,NA,NA,NA,NA,NA,7.832,45.098,9,91
"LVA","Latvia","1994",3.979,NA,NA,NA,NA,NA,NA,NA,6.517,52.719,9,91
"LVA","Latvia","1995",3.554,NA,0.386,NA,NA,NA,51.47,69.81,5.924,55.366,9,91
"LVA","Latvia","1996",3.635,NA,0.354,NA,NA,NA,51.47,69.81,7.192,41.887,9,91
"LVA","Latvia","1997",3.474,NA,0.341,NA,NA,NA,52.32,68.61,7.842,41.983,9,91
"LVA","Latvia","1998",3.374,NA,0.335,NA,NA,NA,51.63,68.22,8.687,42.88,9,91
"LVA","Latvia","1999",3.181,NA,0.284,NA,NA,NA,49.91,67.36,9.871,36.566,17,83
"LVA","Latvia","2000",2.96,NA,0.278,NA,NA,NA,46.09,60.21,9.933,31.952,17,83
"LVA","Latvia","2001",3.178,NA,0.274,NA,NA,NA,50.22,64.47,9.711,32.088,17,83
"LVA","Latvia","2002",3.233,NA,0.255,NA,NA,NA,51.39,66.16,11.266,28.111,18,82
"LVA","Latvia","2003",3.368,NA,0.26,NA,NA,NA,50.85,64.87,12.894,34.163,21,79
"LVA","Latvia","2004",3.416,NA,0.251,NA,NA,NA,50.75,65.65,14.873,31.141,21,79
"LVA","Latvia","2005",3.498,NA,0.245,NA,NA,NA,50.69,65.62,16.076,28.013,21,79
"LVA","Latvia","2006",3.771,NA,0.253,NA,NA,NA,52.23,67.58,19.495,26.027,19,81
"LVA","Latvia","2007",3.97,NA,0.249,NA,NA,NA,53.12,69.05,25.364,24.506,20,80
"LVA","Latvia","2008",3.813,NA,0.242,NA,NA,NA,55,69.59,20.693,22.403,20,80
"LVA","Latvia","2009",3.507,NA,0.228,NA,NA,NA,54.53,67.03,14.548,23.481,22,78
"LVA","Latvia","2010",4.071,10.35,0.229,3.191,21.838,6.021,53.92,65.04,13.469,25.413,20,80
"LVA","Latvia","2011",3.761,10.097,0.222,3.216,20.788,6.287,53.07,65.31,16.119,24.455,23,77
"LVA","Latvia","2012",3.662,9.954,0.22,2.931,20.779,6.152,54.34,66.43,15.948,23.06,23,77
"LVA","Latvia","2013",3.628,9.571,0.211,3.241,20.236,5.236,54.04,66.12,13.85,21.031,23,77
"LVA","Latvia","2014",3.567,9.524,0.229,2.992,20.633,4.949,53.43,66.5,18.53,22.348,18,82
"LVA","Latvia","2015",3.646,9.306,0.224,2.83,20.127,4.961,54.12,67.4,18.245,22.237,18,82
"LVA","Latvia","2016",3.654,8.888,0.21,2.913,18.983,4.77,54.99,67.11,17.793,21.447,18,82
"LVA","Latvia","2017",3.691,8.883,0.214,2.583,19.347,4.72,55.18,67.81,19.165,21.791,16,84
"LVA","Latvia","2018",4.062,9.097,0.17,2.53,20.455,4.306,55.81,68.38,22.294,23.367,31,69
"LVA","Latvia","2019",3.992,8.813,0.166,2.564,19.527,4.348,55.68,68.02,19.747,21.81,30,70
"LVA","Latvia","2020",3.69,8.462,0.146,2.228,18.955,4.204,56.03,68.57,21.849,18.322,30,70
"LVA","Latvia","2021",3.864,8.823,0.149,2.25,20.011,4.207,54.32,67.32,23.46,18.322,29,71
"LVA","Latvia","2022",3.864,8.348,0.142,1.841,19.027,4.176,55.61,67.89,23.898,18.322,30,70
"MCO","Monaco","2010",NA,NA,NA,NA,NA,4.473,NA,NA,NA,NA,26.087,73.913
"MCO","Monaco","2011",NA,NA,NA,NA,NA,4.062,NA,NA,NA,NA,19.048,80.952
"MCO","Monaco","2012",NA,NA,NA,NA,NA,4.473,NA,NA,NA,NA,19.048,80.952
"MCO","Monaco","2013",NA,NA,NA,NA,NA,4.312,NA,NA,NA,NA,20.833,79.167
"MCO","Monaco","2014",NA,NA,NA,NA,NA,4.282,NA,NA,NA,NA,20.833,79.167
"MCO","Monaco","2015",NA,NA,NA,NA,NA,4.127,39.8,57.19,NA,NA,20.833,79.167
"MCO","Monaco","2016",NA,NA,NA,NA,NA,3.946,39.8,57.19,NA,NA,20.833,79.167
"MCO","Monaco","2017",NA,NA,NA,NA,NA,3.981,40.11,57.43,NA,NA,20.833,79.167
"MCO","Monaco","2018",NA,NA,NA,NA,NA,3.672,40.21,57.53,NA,NA,33.333,66.667
"MCO","Monaco","2019",NA,NA,NA,NA,NA,3.649,40.44,57.74,NA,NA,33.333,66.667
"MCO","Monaco","2020",NA,NA,NA,NA,NA,3.55,39.97,57.16,NA,NA,33.333,66.667
"MCO","Monaco","2021",NA,NA,NA,NA,NA,3.428,39.51,56.61,NA,NA,33.333,66.667
"MCO","Monaco","2022",NA,NA,NA,NA,NA,3.475,39.51,56.61,NA,NA,33.333,66.667
"MCO","Monaco","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.556,94.444
"MCO","Monaco","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.556,94.444
"MCO","Monaco","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.556,94.444
"MCO","Monaco","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.556,94.444
"MCO","Monaco","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.556,94.444
"MCO","Monaco","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.556,94.444
"MCO","Monaco","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.556,94.444
"MCO","Monaco","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.556,94.444
"MCO","Monaco","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.222,77.778
"MCO","Monaco","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.222,77.778
"MCO","Monaco","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.222,77.778
"MCO","Monaco","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.222,77.778
"MCO","Monaco","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.222,77.778
"MCO","Monaco","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.833,79.167
"MCO","Monaco","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.833,79.167
"MCO","Monaco","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.833,79.167
"MCO","Monaco","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.833,79.167
"MCO","Monaco","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.833,79.167
"MCO","Monaco","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,75
"MCO","Monaco","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.087,73.913
"MDA","Moldova (Republic of)","1990",8.089,NA,NA,NA,NA,NA,NA,NA,NA,56.907,4.808,95.192
"MDA","Moldova (Republic of)","1991",6.518,NA,NA,NA,NA,NA,NA,NA,NA,66.793,4.808,95.192
"MDA","Moldova (Republic of)","1992",4.667,NA,NA,NA,NA,NA,NA,NA,5.319,56.163,4.808,95.192
"MDA","Moldova (Republic of)","1993",3.526,NA,NA,NA,NA,NA,NA,NA,5.582,63.162,4.808,95.192
"MDA","Moldova (Republic of)","1994",2.772,NA,NA,NA,NA,NA,NA,NA,3.341,78.083,4.808,95.192
"MDA","Moldova (Republic of)","1995",2.557,NA,NA,NA,NA,NA,NA,NA,3.566,70.311,4.808,95.192
"MDA","Moldova (Republic of)","1996",2.638,NA,NA,NA,NA,NA,NA,NA,3.651,81.314,4.808,95.192
"MDA","Moldova (Republic of)","1997",1.662,NA,NA,NA,NA,NA,NA,NA,4.293,71.182,4.808,95.192
"MDA","Moldova (Republic of)","1998",1.48,NA,NA,NA,NA,NA,NA,NA,3.55,71.073,4.808,95.192
"MDA","Moldova (Republic of)","1999",1.088,NA,NA,NA,NA,NA,NA,NA,2.783,56.222,8.911,91.089
"MDA","Moldova (Republic of)","2000",0.84,NA,0.403,NA,NA,NA,56.33,63.98,3.589,48.906,7.921,92.079
"MDA","Moldova (Republic of)","2001",0.901,NA,0.357,NA,NA,NA,54.71,61.61,3.454,43.634,12.871,87.129
"MDA","Moldova (Republic of)","2002",0.977,NA,0.34,NA,NA,NA,54.75,60.02,3.304,40.181,12.871,87.129
"MDA","Moldova (Republic of)","2003",1.076,NA,0.321,NA,NA,NA,56.05,58.6,3.262,34.173,12.871,87.129
"MDA","Moldova (Republic of)","2004",1.14,NA,0.292,NA,NA,NA,54.56,55.73,4.624,28.235,15.842,84.158
"MDA","Moldova (Republic of)","2005",1.234,NA,0.274,NA,NA,NA,55.03,54.57,5.356,30.1,21.782,78.218
"MDA","Moldova (Republic of)","2006",1.276,NA,0.265,NA,NA,NA,57.23,59.06,5.176,26.575,21.782,78.218
"MDA","Moldova (Republic of)","2007",1.284,NA,0.249,NA,NA,NA,58.87,58.82,4.434,23.429,21.782,78.218
"MDA","Moldova (Republic of)","2008",1.361,NA,0.24,NA,NA,NA,59.23,59.98,5.5,20.717,21.782,78.218
"MDA","Moldova (Republic of)","2009",1.211,NA,0.228,NA,NA,NA,59.9,61.55,4.277,18.549,23.762,76.238
"MDA","Moldova (Republic of)","2010",1.313,10.859,0.24,3.704,18.181,10.69,62.67,64.15,5.972,18.127,18.812,81.188
"MDA","Moldova (Republic of)","2011",1.375,10.44,0.234,3.624,17.188,10.507,64.36,64.43,6.425,18.066,19.802,80.198
"MDA","Moldova (Republic of)","2012",1.359,9.873,0.229,3.292,15.995,10.333,65.3,64.23,7.12,17.518,19.802,80.198
"MDA","Moldova (Republic of)","2013",1.434,9.635,0.229,3.248,15.487,10.169,65.6,64.86,7.717,17.226,19.802,80.198
"MDA","Moldova (Republic of)","2014",1.426,9.053,0.248,2.927,14.21,10.021,69.21,69.33,8.968,17.859,17.822,82.178
"MDA","Moldova (Republic of)","2015",1.459,9.008,0.235,2.756,14.421,9.846,69.39,71.14,6.776,16.704,21.782,78.218
"MDA","Moldova (Republic of)","2016",1.52,8.775,0.227,2.756,13.892,9.676,68.9,71.05,6.767,15.001,21.782,78.218
"MDA","Moldova (Republic of)","2017",1.641,8.652,0.216,2.756,13.672,9.529,67.4,69.38,8.03,14.693,22.772,77.228
"MDA","Moldova (Republic of)","2018",1.733,8.464,0.211,2.573,13.411,9.407,66.4,67.8,9.318,14.48,22.772,77.228
"MDA","Moldova (Republic of)","2019",1.767,8.538,0.185,2.685,13.704,9.224,68.31,70.51,8.124,12.095,25.743,74.257
"MDA","Moldova (Republic of)","2020",1.699,8.454,0.185,2.685,13.704,8.974,68.02,71.56,7.918,12.265,24.752,75.248
"MDA","Moldova (Republic of)","2021",1.828,8.374,0.16,2.685,13.551,8.885,70.59,74.7,9.445,12.265,39.604,60.396
"MDA","Moldova (Republic of)","2022",1.828,8.42,0.156,2.685,13.551,9.024,71.5,73.71,8.527,12.265,40.594,59.406
"MKD","North Macedonia","1990",5.433,NA,0.429,NA,NA,NA,45.69,68.49,NA,16.688,3.333,96.667
"MKD","North Macedonia","1991",3.827,NA,0.415,NA,NA,NA,45.69,68.49,NA,14.249,3.333,96.667
"MKD","North Macedonia","1992",4.16,NA,0.427,NA,NA,NA,43.13,69.2,7.692,16.396,3.333,96.667
"MKD","North Macedonia","1993",3.806,NA,0.433,NA,NA,NA,40.56,69.91,7.35,15.891,3.333,96.667
"MKD","North Macedonia","1994",3.987,NA,0.436,NA,NA,NA,38,70.62,10.547,14.749,3.333,96.667
"MKD","North Macedonia","1995",3.995,NA,0.428,NA,NA,NA,40.48,68.8,10.728,15.644,3.333,96.667
"MKD","North Macedonia","1996",4.722,NA,0.411,NA,NA,NA,42.95,66.98,10.341,15.228,3.333,96.667
"MKD","North Macedonia","1997",4.214,NA,0.402,NA,NA,NA,41.2,66.5,8.981,14.041,3.333,96.667
"MKD","North Macedonia","1998",4.793,NA,0.394,NA,NA,NA,42.2,67.4,13.061,13.749,3.333,96.667
"MKD","North Macedonia","1999",4.34,NA,0.329,NA,NA,NA,40.83,65.48,14.735,13.43,7.5,92.5
"MKD","North Macedonia","2000",4.155,NA,0.33,NA,NA,NA,41.7,64.4,13.718,12.318,6.667,93.333
"MKD","North Macedonia","2001",4.036,NA,0.309,NA,NA,NA,45.5,65.6,14.768,11.553,6.667,93.333
"MKD","North Macedonia","2002",3.794,NA,0.236,NA,NA,NA,41.46,63.68,13.651,10.586,17.5,82.5
"MKD","North Macedonia","2003",4.118,NA,0.229,NA,NA,NA,43.39,65.57,14.208,10.472,18.333,81.667
"MKD","North Macedonia","2004",3.963,NA,0.214,NA,NA,NA,43.09,65,15.674,9.078,19.167,80.833
"MKD","North Macedonia","2005",4.135,NA,0.209,NA,NA,NA,42.78,64.42,13.175,8.879,19.167,80.833
"MKD","North Macedonia","2006",4.157,NA,0.183,NA,NA,NA,41.61,65.22,8.477,8.086,28.333,71.667
"MKD","North Macedonia","2007",4.326,NA,0.179,NA,NA,NA,42.89,66.21,8.966,7.78,29.167,70.833
"MKD","North Macedonia","2008",4.284,NA,0.173,NA,NA,NA,42.56,67.58,10.739,6.91,31.667,68.333
"MKD","North Macedonia","2009",3.941,NA,0.172,NA,NA,NA,42.56,67.86,10.195,7.164,32.5,67.5
"MKD","North Macedonia","2010",3.909,17.726,0.172,17.466,29.786,5.927,41.16,66.52,10.862,6.322,32.5,67.5
"MKD","North Macedonia","2011",4.214,15.478,0.166,10.537,30.171,5.724,43.39,67.19,11.958,5.38,30.894,69.106
"MKD","North Macedonia","2012",4.042,14.95,0.165,10.537,27.846,6.468,42.85,67.28,14.496,4.824,32.52,67.48
"MKD","North Macedonia","2013",3.563,14.192,0.154,10.537,25.542,6.496,44.18,67.17,14.039,4.102,34.146,65.854
"MKD","North Macedonia","2014",3.422,13.366,0.159,10.537,23.192,6.369,43.77,67.83,13.544,4.58,33.333,66.667
"MKD","North Macedonia","2015",3.205,12.854,0.154,10.537,22.333,5.691,43.38,67.47,12.694,4.517,33.333,66.667
"MKD","North Macedonia","2016",3.153,13.264,0.155,10.537,22.279,6.974,42.42,67.98,12.495,3.439,33.333,66.667
"MKD","North Macedonia","2017",3.386,12.584,0.143,10.537,21.256,5.958,42.7,67.78,10.445,3.292,37.5,62.5
"MKD","North Macedonia","2018",3.157,11.444,0.142,8.368,21.37,4.595,42.39,67.35,11,2.879,38.333,61.667
"MKD","North Macedonia","2019",3.617,10.757,0.134,8.368,19.498,4.406,44.62,66.04,9.662,3.086,39.167,60.833
"MKD","North Macedonia","2020",3.294,11.047,0.136,8.368,20.481,4.293,43.7,65.32,10.804,3.036,39.167,60.833
"MKD","North Macedonia","2021",3.656,11.088,0.135,8.368,20.481,4.415,42.88,65.48,11.367,3.036,41.667,58.333
"MKD","North Macedonia","2022",3.656,11.076,0.134,8.368,20.481,4.38,42.22,64.14,11.63,3.036,41.667,58.333
"MLT","Malta","1990",6.643,NA,0.34,NA,NA,NA,18.67,56.12,23.9,13.591,5.797,94.203
"MLT","Malta","1991",6.162,NA,0.35,NA,NA,NA,18.83,55.22,25.307,15.611,5.797,94.203
"MLT","Malta","1992",6.168,NA,0.357,NA,NA,NA,18.98,54.32,26.125,16.439,5.797,94.203
"MLT","Malta","1993",7.69,NA,0.332,NA,NA,NA,19.14,53.42,23.811,12.207,5.797,94.203
"MLT","Malta","1994",7.022,NA,0.341,NA,NA,NA,23.84,71.09,24.796,13.667,5.797,94.203
"MLT","Malta","1995",6.422,NA,0.319,NA,NA,NA,24.63,71.27,26.081,10.478,5.797,94.203
"MLT","Malta","1996",6.577,NA,0.345,NA,NA,NA,25.42,71.45,26.322,12.096,5.797,94.203
"MLT","Malta","1997",6.574,NA,0.35,NA,NA,NA,25.64,70.95,24.588,11.861,5.797,94.203
"MLT","Malta","1998",6.433,NA,0.349,NA,NA,NA,25.88,70.41,28.92,10.794,5.797,94.203
"MLT","Malta","1999",6.498,NA,0.3,NA,NA,NA,21.45,55.66,28.268,11.044,9.231,90.769
"MLT","Malta","2000",6.183,NA,0.302,NA,NA,NA,29.71,70.4,30.445,10.484,9.231,90.769
