"countryIsoCode","country","year","Carbon dioxide emissions per capita (production) (tonnes)","Coefficient of human inequality","Gender Inequality Index (value)","Inequality in eduation","Inequality in income","Inequality in life expectancy","Labour force participation rate, female (% ages 15 and older)","Labour force participation rate, male (% ages 15 and older)","Material footprint per capita (tonnes)","Maternal Mortality Ratio (deaths per 100,000 live births)","Share of seats in parliament, female (% held by women)","Share of seats in parliament, male (% held by men)"
"BIH","Bosnia and Herzegovina","1998",2.564,NA,NA,NA,NA,NA,NA,NA,7.82,16.315,NA,NA
"BIH","Bosnia and Herzegovina","1999",2.488,NA,NA,NA,NA,NA,NA,NA,7.761,14.575,NA,NA
"BIH","Bosnia and Herzegovina","2000",3.279,NA,NA,NA,NA,NA,28.65,55.47,8.117,15.603,NA,NA
"BIH","Bosnia and Herzegovina","2001",3.162,NA,0.352,NA,NA,NA,28.65,55.47,8.448,14.29,5.263,94.737
"BIH","Bosnia and Herzegovina","2002",3.376,NA,0.357,NA,NA,NA,29.05,55.45,9.34,15.045,5.263,94.737
"BIH","Bosnia and Herzegovina","2003",3.432,NA,0.276,NA,NA,NA,29.44,55.44,10.612,12.242,12.281,87.719
"BIH","Bosnia and Herzegovina","2004",3.732,NA,0.268,NA,NA,NA,29.84,55.42,10.926,11.335,12.281,87.719
"BIH","Bosnia and Herzegovina","2005",3.919,NA,0.264,NA,NA,NA,30.23,55.41,11.369,11.468,12.281,87.719
"BIH","Bosnia and Herzegovina","2006",4.284,NA,0.251,NA,NA,NA,30.63,55.39,10.57,10.062,12.281,87.719
"BIH","Bosnia and Herzegovina","2007",4.36,NA,0.249,NA,NA,NA,30.77,56.8,10.955,9.151,12.281,87.719
"BIH","Bosnia and Herzegovina","2008",5.061,NA,0.246,NA,NA,NA,31.43,55.98,12.662,8.206,12.281,87.719
"BIH","Bosnia and Herzegovina","2009",5.296,NA,0.216,NA,NA,NA,31.77,55.25,11.526,7.543,17.544,82.456
"BIH","Bosnia and Herzegovina","2010",5.548,17.593,0.215,21.482,26.229,5.069,33.01,55.96,11.037,7.69,15.789,84.211
"BIH","Bosnia and Herzegovina","2011",6.348,17.356,0.188,20.687,26.502,4.881,32.65,55.24,11.582,7.815,19.298,80.702
"BIH","Bosnia and Herzegovina","2012",6.024,17.313,0.185,20.687,26.502,4.749,32.47,55.86,12.069,6.903,19.298,80.702
"BIH","Bosnia and Herzegovina","2013",6.026,17.274,0.173,20.687,26.502,4.634,32.32,54.84,11.611,7.556,19.298,80.702
"BIH","Bosnia and Herzegovina","2014",5.408,17.292,0.167,20.771,26.502,4.603,32.94,54.54,11.869,8.301,19.298,80.702
"BIH","Bosnia and Herzegovina","2015",5.238,17.664,0.165,22.04,26.502,4.451,33.42,54.84,12.674,7.402,19.298,80.702
"BIH","Bosnia and Herzegovina","2016",6.243,15.947,0.167,16.974,26.502,4.366,32.06,54.69,13.655,6.428,19.298,80.702
"BIH","Bosnia and Herzegovina","2017",6.441,15.927,0.162,16.974,26.502,4.306,32.28,52.69,13.637,5.933,19.298,80.702
"BIH","Bosnia and Herzegovina","2018",6.492,15.167,0.162,14.789,26.502,4.211,31.37,52.93,14.567,5.547,19.298,80.702
"BIH","Bosnia and Herzegovina","2019",6.192,15.142,0.146,14.789,26.502,4.135,32.79,51.11,14.163,5.394,21.053,78.947
"BIH","Bosnia and Herzegovina","2020",6.278,13.808,0.137,10.922,26.502,4.001,36.71,59.23,13.73,5.668,24.561,75.439
"BIH","Bosnia and Herzegovina","2021",6.095,13.802,0.131,10.922,26.502,3.982,40.64,61.67,13.544,5.668,24.561,75.439
"BIH","Bosnia and Herzegovina","2022",6.095,13.801,0.148,10.922,26.502,3.979,41.11,61.8,13.898,5.668,17.544,82.456
"BLR","Belarus","1990",10.389,NA,NA,NA,NA,NA,NA,NA,NA,38.122,NA,NA
"BLR","Belarus","1991",9.952,NA,NA,NA,NA,NA,NA,NA,NA,33.971,NA,NA
"BLR","Belarus","1992",8.924,NA,NA,NA,NA,NA,NA,NA,NA,35.776,NA,NA
"BLR","Belarus","1993",7.687,NA,NA,NA,NA,NA,NA,NA,NA,39.895,NA,NA
"BLR","Belarus","1994",6.48,NA,NA,NA,NA,NA,NA,NA,NA,31.075,NA,NA
"BLR","Belarus","1995",5.822,NA,NA,NA,NA,NA,42.86,37.64,NA,33.639,NA,NA
"BLR","Belarus","1996",5.915,NA,NA,NA,NA,NA,42.86,37.64,NA,34.124,NA,NA
"BLR","Belarus","1997",5.921,NA,NA,NA,NA,NA,46,45.8,NA,28.07,NA,NA
"BLR","Belarus","1998",5.8,NA,NA,NA,NA,NA,49.37,55.73,NA,31.532,NA,NA
"BLR","Belarus","1999",5.623,NA,NA,NA,NA,NA,52.74,65.66,NA,29.205,NA,NA
"BLR","Belarus","2000",5.353,NA,NA,NA,NA,NA,52.82,64.37,NA,24.318,NA,NA
"BLR","Belarus","2001",5.294,NA,0.257,NA,NA,NA,52.9,63.08,NA,22.955,18.354,81.646
"BLR","Belarus","2002",5.312,NA,0.226,NA,NA,NA,52.98,61.79,NA,16.618,18.354,81.646
"BLR","Belarus","2003",5.473,NA,0.208,NA,NA,NA,53.06,60.5,NA,13.538,18.354,81.646
"BLR","Belarus","2004",5.826,NA,0.157,NA,NA,NA,53.14,59.21,NA,10.797,30.12,69.88
"BLR","Belarus","2005",5.97,NA,0.155,NA,NA,NA,53.22,57.92,NA,10.769,29.762,70.238
"BLR","Belarus","2006",6.253,NA,0.149,NA,NA,NA,53.3,56.63,NA,8.069,29.762,70.238
"BLR","Belarus","2007",6.128,NA,0.15,NA,NA,NA,53.55,57.22,NA,5.751,29.762,70.238
"BLR","Belarus","2008",6.42,NA,0.145,NA,NA,NA,54.92,58.08,NA,4.316,32.53,67.47
"BLR","Belarus","2009",6.208,NA,0.158,NA,NA,NA,55.2,68.8,NA,3.237,32.143,67.857
"BLR","Belarus","2010",6.417,NA,0.148,NA,15.837,5.309,60.25,70.48,NA,2.71,32.143,67.857
"BLR","Belarus","2011",6.316,NA,0.145,NA,14.89,5.06,65.3,72.17,NA,2.552,32.143,67.857
"BLR","Belarus","2012",6.452,7.585,0.15,3.678,14.304,4.774,70.35,73.85,NA,1.959,29.518,70.482
"BLR","Belarus","2013",6.617,7.536,0.146,3.678,14.351,4.579,75.4,75.53,NA,1.672,29.518,70.482
"BLR","Belarus","2014",6.566,7.597,0.137,3.678,14.734,4.38,80.45,77.22,NA,1.455,29.518,70.482
"BLR","Belarus","2015",6.061,7.199,0.126,3.678,13.719,4.199,85.5,78.9,NA,1.314,29.167,70.833
"BLR","Belarus","2016",5.988,7.059,0.117,3.678,13.466,4.033,66.91,75.19,NA,1.239,33.929,66.071
"BLR","Belarus","2017",6.117,6.998,0.107,3.678,13.452,3.863,67.13,75.86,NA,1.313,33.133,66.867
"BLR","Belarus","2018",6.411,6.909,0.101,3.678,13.339,3.711,66.22,76.15,NA,1.112,33.133,66.867
"BLR","Belarus","2019",6.419,6.582,0.098,2.772,13.391,3.581,66.34,75.49,NA,1.082,34.94,65.06
"BLR","Belarus","2020",6.13,6.303,0.1,2.772,12.701,3.437,65.68,75.46,NA,1.102,34.706,65.294
"BLR","Belarus","2021",6.362,6.274,0.099,2.772,12.701,3.35,65.77,74.91,NA,1.102,34.706,65.294
"BLR","Belarus","2022",6.362,6.248,0.096,2.772,12.701,3.271,65.79,75.26,NA,1.102,34.706,65.294
"CHE","Switzerland","1990",6.58,NA,0.137,NA,NA,NA,49.33,79.26,40.707,10.499,20.325,79.675
"CHE","Switzerland","1991",6.789,NA,0.135,NA,NA,NA,51.98,78.65,32.064,10.082,20.325,79.675
"CHE","Switzerland","1992",6.695,NA,0.13,NA,NA,NA,52.24,78.11,35.823,9.861,20.325,79.675
"CHE","Switzerland","1993",6.287,NA,0.125,NA,NA,NA,52.88,78.09,31.983,10.393,20.325,79.675
"CHE","Switzerland","1994",6.103,NA,0.12,NA,NA,NA,52.18,76.9,33.919,10.611,20.325,79.675
"CHE","Switzerland","1995",6.167,NA,0.116,NA,NA,NA,52.15,77.03,37.771,10.803,20.325,79.675
"CHE","Switzerland","1996",6.238,NA,0.107,NA,NA,NA,56.95,78.79,36.216,9.574,20.325,79.675
"CHE","Switzerland","1997",6.072,NA,0.106,NA,NA,NA,56.92,78.55,33.059,9.767,20.325,79.675
"CHE","Switzerland","1998",6.276,NA,0.105,NA,NA,NA,58.15,78.49,34.273,7.863,20.325,79.675
"CHE","Switzerland","1999",6.222,NA,0.108,NA,NA,NA,58.16,78.11,37.929,8.108,20.325,79.675
"CHE","Switzerland","2000",6.073,NA,0.103,NA,NA,NA,57.63,77.77,34.166,7.904,22.358,77.642
"CHE","Switzerland","2001",6.24,NA,0.095,NA,NA,NA,58.83,77.4,32.732,8.552,22.358,77.642
"CHE","Switzerland","2002",5.973,NA,0.093,NA,NA,NA,59.3,76.71,39.188,9.189,22.358,77.642
"CHE","Switzerland","2003",6.09,NA,0.084,NA,NA,NA,59.46,76.79,32.098,8.867,24.79,75.21
"CHE","Switzerland","2004",6.128,NA,0.083,NA,NA,NA,59.11,75.97,30.293,8.942,24.797,75.203
"CHE","Switzerland","2005",6.163,NA,0.079,NA,NA,NA,59.34,75.1,34.822,9.385,24.797,75.203
"CHE","Switzerland","2006",6.069,NA,0.073,NA,NA,NA,59.76,75.41,34.609,8.906,24.797,75.203
"CHE","Switzerland","2007",5.75,NA,0.065,NA,NA,NA,59.94,75.77,33.661,8.37,27.236,72.764
"CHE","Switzerland","2008",5.853,NA,0.062,NA,NA,NA,61.3,75.46,33.99,8.244,27.236,72.764
"CHE","Switzerland","2009",5.628,NA,0.059,NA,NA,NA,61.56,75.24,35.08,7.821,27.642,72.358
"CHE","Switzerland","2010",5.758,7.609,0.057,2.348,16.795,3.683,59.98,74.35,35.002,8.119,27.642,72.358
"CHE","Switzerland","2011",5.18,7.509,0.054,2.159,16.676,3.692,60.54,74.69,38.566,8.11,26.829,73.171
"CHE","Switzerland","2012",5.284,7.136,0.051,2.147,15.678,3.584,60.84,74.5,35.743,7.393,27.236,72.764
"CHE","Switzerland","2013",5.339,7.038,0.044,2.014,15.433,3.667,61.14,74.19,36.91,7.238,28.862,71.138
"CHE","Switzerland","2014",4.791,7.388,0.042,2.271,16.239,3.655,61.9,74.14,34.953,6.701,28.862,71.138
"CHE","Switzerland","2015",4.676,7.402,0.039,2.027,16.501,3.679,62.28,74.22,32.438,6.463,28.862,71.138
"CHE","Switzerland","2016",4.679,7.243,0.039,1.931,16.455,3.343,62.84,74.5,34.024,8.056,28.862,71.138
"CHE","Switzerland","2017",4.517,7.491,0.034,1.911,17.152,3.41,62.61,74.47,33.599,6.144,29.268,70.732
"CHE","Switzerland","2018",4.33,7.363,0.032,1.829,16.932,3.329,62.91,74.24,32.976,7.435,29.268,70.732
"CHE","Switzerland","2019",4.283,7.445,0.018,1.921,17.2,3.215,62.98,73.65,31.436,7.105,38.618,61.382
"CHE","Switzerland","2020",3.963,7.805,0.018,2.015,17.959,3.442,62.51,73.39,34.902,7.379,38.618,61.382
"CHE","Switzerland","2021",4.118,7.594,0.017,2.01,17.669,3.103,62.23,72.68,34.814,7.379,39.837,60.163
"CHE","Switzerland","2022",4.118,7.569,0.018,2.01,17.669,3.029,61.49,71.94,33.591,7.379,39.024,60.976
"CYP","Cyprus","1990",5.891,NA,0.436,NA,NA,NA,48.24,82.29,33.175,38.162,5.357,94.643
"CYP","Cyprus","1991",6.424,NA,0.424,NA,NA,NA,48.74,82.13,26.554,34.693,5.357,94.643
"CYP","Cyprus","1992",6.794,NA,0.424,NA,NA,NA,43.26,75.86,37.632,34.642,5.357,94.643
"CYP","Cyprus","1993",6.961,NA,0.401,NA,NA,NA,44.69,76.56,31.689,32.375,5.357,94.643
"CYP","Cyprus","1994",7.095,NA,0.395,NA,NA,NA,46.13,77.26,31.818,36.865,5.357,94.643
"CYP","Cyprus","1995",6.797,NA,0.375,NA,NA,NA,47.56,77.96,32.007,34.466,5.357,94.643
"CYP","Cyprus","1996",7.059,NA,0.359,NA,NA,NA,47.25,76.54,25.481,33.983,5.357,94.643
"CYP","Cyprus","1997",7.018,NA,0.334,NA,NA,NA,46.95,75.12,23.402,33.605,5.357,94.643
"CYP","Cyprus","1998",7.208,NA,0.333,NA,NA,NA,46.64,73.69,27.044,31.247,5.357,94.643
"CYP","Cyprus","1999",7.362,NA,0.321,NA,NA,NA,46.33,72.27,33.403,32.568,5.357,94.643
"CYP","Cyprus","2000",7.492,NA,0.299,NA,NA,NA,49.13,72.23,32.336,33.161,7.143,92.857
"CYP","Cyprus","2001",7.233,NA,0.248,NA,NA,NA,51.81,66.63,27.974,32.511,10.714,89.286
"CYP","Cyprus","2002",7.299,NA,0.249,NA,NA,NA,52.48,72.2,35.128,34.165,10.714,89.286
"CYP","Cyprus","2003",7.557,NA,0.238,NA,NA,NA,53.87,73.43,37.736,31.239,10.714,89.286
"CYP","Cyprus","2004",7.646,NA,0.217,NA,NA,NA,53.4,73.48,44.295,32.025,16.071,83.929
"CYP","Cyprus","2005",7.673,NA,0.196,NA,NA,NA,53.45,73.99,40.426,27.319,16.071,83.929
"CYP","Cyprus","2006",7.755,NA,0.205,NA,NA,NA,54.39,73.43,43.189,30.624,14.286,85.714
"CYP","Cyprus","2007",7.919,NA,0.182,NA,NA,NA,55.82,73.63,45.071,25.907,14.286,85.714
"CYP","Cyprus","2008",7.979,NA,0.188,NA,NA,NA,55.95,73.13,43.22,26.911,14.286,85.714
"CYP","Cyprus","2009",7.624,NA,0.201,NA,NA,NA,56.84,71.63,33.702,30.412,12.5,87.5
"CYP","Cyprus","2010",7.171,11.402,0.191,15.489,15.525,3.192,57.9,71.46,40.361,26.785,12.5,87.5
"CYP","Cyprus","2011",6.801,11.122,0.208,15.314,14.961,3.09,57.53,70.76,33.116,30.749,10.714,89.286
"CYP","Cyprus","2012",6.28,11.114,0.212,14.322,16.023,2.999,57.12,70.91,18.075,31.883,10.714,89.286
"CYP","Cyprus","2013",5.641,11.302,0.212,13.496,17.493,2.919,57.22,70.48,19.143,36.323,10.714,89.286
"CYP","Cyprus","2014",5.906,11.921,0.202,12.733,20.183,2.848,58.72,69.64,14.652,39.072,12.5,87.5
"CYP","Cyprus","2015",5.872,11.142,0.209,11.762,18.862,2.801,57.8,67.44,15.342,42.393,12.5,87.5
"CYP","Cyprus","2016",6.156,10.608,0.194,11.776,17.276,2.772,56.43,66.68,15.333,42.292,17.857,82.143
"CYP","Cyprus","2017",6.209,10.01,0.211,11.038,16.253,2.738,56.88,66.96,17.958,49.373,17.857,82.143
"CYP","Cyprus","2018",6.007,9.384,0.23,10.478,14.969,2.705,57.46,67.92,20.978,58.516,17.857,82.143
"CYP","Cyprus","2019",5.975,9.687,0.235,10.161,16.216,2.683,57.53,68.93,21.03,63.814,17.857,82.143
"CYP","Cyprus","2020",5.584,9.005,0.235,9.521,14.818,2.675,56.71,69.37,23.21,68.407,19.643,80.357
"CYP","Cyprus","2021",5.65,9.055,0.254,9.262,15.258,2.644,57.89,70.25,22.493,68.407,14.286,85.714
"CYP","Cyprus","2022",5.65,8.679,0.253,8.662,14.849,2.527,59.63,71.07,21.794,68.407,14.286,85.714
"CZE","Czechia","1990",15.945,NA,0.283,NA,NA,NA,60.83,72.94,NA,13.407,13.879,86.121
"CZE","Czechia","1991",14.45,NA,0.285,NA,NA,NA,60.83,72.94,NA,13.33,13.879,86.121
"CZE","Czechia","1992",14.131,NA,0.285,NA,NA,NA,56.59,72.09,NA,12.94,13.879,86.121
"CZE","Czechia","1993",13.579,NA,0.285,NA,NA,NA,52.34,71.23,14.68,12.477,13.879,86.121
"CZE","Czechia","1994",12.854,NA,0.253,NA,NA,NA,52.58,71.43,14.862,10.579,13.879,86.121
"CZE","Czechia","1995",12.764,NA,0.237,NA,NA,NA,52.37,71.46,15.738,11.243,13.879,86.121
"CZE","Czechia","1996",13.114,NA,0.214,NA,NA,NA,51.82,71.43,17.453,8.245,13.879,86.121
"CZE","Czechia","1997",12.739,NA,0.205,NA,NA,NA,51.82,71.11,17.023,7.982,13.879,86.121
"CZE","Czechia","1998",12.238,NA,0.197,NA,NA,NA,51.95,70.82,16.475,6.876,13.879,86.121
"CZE","Czechia","1999",11.384,NA,0.188,NA,NA,NA,52.11,70.57,15.632,6.566,13.879,86.121
"CZE","Czechia","2000",12.432,NA,0.177,NA,NA,NA,51.63,69.84,15.496,8.028,13.879,86.121
"CZE","Czechia","2001",12.428,NA,0.165,NA,NA,NA,51.27,69.37,15.877,7.63,14.235,85.765
"CZE","Czechia","2002",12.109,NA,0.164,NA,NA,NA,50.94,69.25,16.671,6.829,14.235,85.765
"CZE","Czechia","2003",12.448,NA,0.154,NA,NA,NA,50.8,68.68,17.658,6.499,15.658,84.342
"CZE","Czechia","2004",12.503,NA,0.153,NA,NA,NA,50.54,68.44,19.169,5.728,15.658,84.342
"CZE","Czechia","2005",12.227,NA,0.152,NA,NA,NA,50.64,68.7,19.28,5.277,15.658,84.342
"CZE","Czechia","2006",12.281,NA,0.151,NA,NA,NA,50.55,68.55,19.204,4.701,15.302,84.698
"CZE","Czechia","2007",12.419,NA,0.156,NA,NA,NA,49.77,68.34,19.957,4.836,14.947,85.053
"CZE","Czechia","2008",11.847,NA,0.154,NA,NA,NA,49.32,68.2,21.188,4.619,16.014,83.986
"CZE","Czechia","2009",11.035,NA,0.156,NA,NA,NA,49.53,68.3,18.042,4.558,16.014,83.986
"CZE","Czechia","2010",11.227,5.074,0.139,1.3,10.447,3.476,49.32,68.04,17.928,4.26,20.996,79.004
"CZE","Czechia","2011",10.975,5.365,0.138,1.311,11.359,3.424,49.47,67.52,18.547,3.736,20.996,79.004
"CZE","Czechia","2012",10.589,5.368,0.142,1.351,11.359,3.393,50.04,67.69,16.014,3.586,20.641,79.359
"CZE","Czechia","2013",10.151,5.33,0.145,1.361,11.359,3.27,50.92,68.07,15.972,3.348,18.861,81.139
"CZE","Czechia","2014",9.913,5.305,0.146,1.335,11.359,3.222,50.86,68.2,16.557,3.077,18.505,81.495
"CZE","Czechia","2015",9.98,5.269,0.139,1.249,11.359,3.199,51.25,68.02,16.84,3.501,19.573,80.427
"CZE","Czechia","2016",10.133,5.367,0.138,1.319,11.359,3.421,51.86,68.38,16.709,3.497,19.643,80.357
"CZE","Czechia","2017",10.234,5.082,0.133,1.378,10.549,3.319,52.29,68.55,17.026,3.142,21.071,78.929
"CZE","Czechia","2018",10.096,4.878,0.129,1.389,9.967,3.277,52.78,68.72,18.394,3.184,20.285,79.715
"CZE","Czechia","2019",9.588,4.894,0.124,1.369,10.038,3.274,52.59,68.53,17.014,3.335,20.641,79.359
"CZE","Czechia","2020",8.707,4.849,0.125,1.278,10.18,3.09,51.81,68.12,16.495,3.374,20.285,79.715
"CZE","Czechia","2021",9.197,5.161,0.119,1.271,11.098,3.113,51.96,68.05,18.322,3.374,22.064,77.936
"CZE","Czechia","2022",9.197,5.148,0.113,1.23,11.109,3.104,52.16,67.89,18.582,3.374,23.488,76.512
"DEU","Germany","1990",13.289,NA,0.183,NA,NA,NA,45.35,71.97,26.852,10.055,25.506,74.494
"DEU","Germany","1991",12.742,NA,0.172,NA,NA,NA,48.14,71.86,23.556,8.64,25.506,74.494
"DEU","Germany","1992",12.087,NA,0.162,NA,NA,NA,47.87,70.6,25.405,8.514,25.506,74.494
"DEU","Germany","1993",11.907,NA,0.152,NA,NA,NA,47.6,69.94,25.15,8.51,25.506,74.494
"DEU","Germany","1994",11.661,NA,0.144,NA,NA,NA,47.78,69.4,25.883,8.337,25.506,74.494
"DEU","Germany","1995",11.586,NA,0.14,NA,NA,NA,47.68,68.57,26.051,8.321,25.506,74.494
"DEU","Germany","1996",11.804,NA,0.14,NA,NA,NA,47.84,68.15,24.183,8.004,25.506,74.494
"DEU","Germany","1997",11.438,NA,0.139,NA,NA,NA,48.18,67.85,24.144,7.497,25.506,74.494
"DEU","Germany","1998",11.327,NA,0.136,NA,NA,NA,48.41,67.61,25.886,7.311,25.506,74.494
"DEU","Germany","1999",10.979,NA,0.127,NA,NA,NA,48.96,67.38,26.917,7.267,29.81,70.19
"DEU","Germany","2000",11.023,NA,0.133,NA,NA,NA,48.86,66.66,26.204,7.164,30.352,69.648
"DEU","Germany","2001",11.228,NA,0.141,NA,NA,NA,42.2,66.19,23.569,7.168,30.476,69.524
"DEU","Germany","2002",11.036,NA,0.121,NA,NA,NA,49.36,65.69,21.833,7.25,31.399,68.601
"DEU","Germany","2003",11.062,NA,0.114,NA,NA,NA,49.74,65.37,23.681,7.162,31.399,68.601
"DEU","Germany","2004",10.898,NA,0.107,NA,NA,NA,49.43,64.74,24.498,6.871,32.819,67.181
"DEU","Germany","2005",10.657,NA,0.108,NA,NA,NA,51.1,66.15,23.744,6.926,30.454,69.546
"DEU","Germany","2006",10.81,NA,0.105,NA,NA,NA,51.98,66.32,23.651,5.395,30.6,69.4
"DEU","Germany","2007",10.473,NA,0.105,NA,NA,NA,52.41,66.25,24.568,6.493,30.645,69.355
"DEU","Germany","2008",10.501,NA,0.103,NA,NA,NA,52.52,66.31,24.102,6.452,31.131,68.869
"DEU","Germany","2009",9.701,NA,0.098,NA,NA,NA,52.92,66.19,23.298,6.52,31.693,68.307
"DEU","Germany","2010",10.22,6.875,0.096,2.528,14.379,3.719,53.06,66.07,22.828,6.162,31.693,68.307
"DEU","Germany","2011",9.919,6.85,0.09,2.543,14.239,3.769,54,66.54,23.375,5.972,32.366,67.634
"DEU","Germany","2012",9.968,6.872,0.087,2.582,14.484,3.55,54.03,66.44,22.213,5.491,32.366,67.634
"DEU","Germany","2013",10.208,7.073,0.078,2.758,14.911,3.551,54.58,66.42,22.396,5.35,35.571,64.429
"DEU","Germany","2014",9.709,7.196,0.078,2.864,15.237,3.488,54.76,66.32,22.498,4.725,35.571,64.429
"DEU","Germany","2015",9.724,7.103,0.078,2.833,14.948,3.526,54.71,65.87,21.191,4.593,36.857,63.143
"DEU","Germany","2016",9.738,7.349,0.085,2.997,15.399,3.65,55.63,66.56,22.201,5.008,36.857,63.143
"DEU","Germany","2017",9.513,7.229,0.087,2.712,15.532,3.442,55.89,66.68,22.616,4.733,31.491,68.509
"DEU","Germany","2018",9.105,7.532,0.083,2.59,16.515,3.491,55.94,66.78,21.134,4.706,31.491,68.509
"DEU","Germany","2019",8.509,7.32,0.079,2.663,15.821,3.475,56.58,67.44,19.263,4.45,31.62,68.38
"DEU","Germany","2020",7.767,7.611,0.078,3.655,15.778,3.399,55.54,65.92,18.997,4.428,31.62,68.38
"DEU","Germany","2021",8.138,7.815,0.074,3.765,16.274,3.408,55.33,65.77,20.081,4.428,34.783,65.217
"DEU","Germany","2022",8.138,7.146,0.071,3.765,14.346,3.327,56.13,66.59,19.864,4.428,34.82,65.18
"DNK","Denmark","1990",10.395,NA,0.1,NA,NA,NA,61.46,75.12,18.707,11.67,32.961,67.039
"DNK","Denmark","1991",12.427,NA,0.097,NA,NA,NA,61.71,74.46,16.849,11.313,32.961,67.039
"DNK","Denmark","1992",11.27,NA,0.098,NA,NA,NA,62.39,74.08,18.484,10.676,32.961,67.039
"DNK","Denmark","1993",11.663,NA,0.095,NA,NA,NA,61.85,73.12,18.274,10.591,32.961,67.039
"DNK","Denmark","1994",12.404,NA,0.095,NA,NA,NA,58.29,70.72,18.709,10.323,32.961,67.039
"DNK","Denmark","1995",11.777,NA,0.095,NA,NA,NA,57.47,72.06,24.221,10.424,32.961,67.039
"DNK","Denmark","1996",14.25,NA,0.087,NA,NA,NA,58.72,71.87,24.428,9.883,32.961,67.039
"DNK","Denmark","1997",12.4,NA,0.089,NA,NA,NA,59.01,72.11,23.965,9.651,32.961,67.039
"DNK","Denmark","1998",11.557,NA,0.079,NA,NA,NA,59.51,71.08,28.679,8.69,37.43,62.57
"DNK","Denmark","1999",11.025,NA,0.077,NA,NA,NA,60.03,71.79,30.225,8.805,37.43,62.57
"DNK","Denmark","2000",10.169,NA,0.075,NA,NA,NA,60.22,71.07,27.666,8.035,37.43,62.57
"DNK","Denmark","2001",10.427,NA,0.071,NA,NA,NA,59.66,70.86,26.914,8.203,37.43,62.57
"DNK","Denmark","2002",10.329,NA,0.062,NA,NA,NA,60.24,71.26,27.73,8.211,37.989,62.011
"DNK","Denmark","2003",11.238,NA,0.057,NA,NA,NA,59.94,70.56,28.057,7.659,37.989,62.011
"DNK","Denmark","2004",10.174,NA,0.055,NA,NA,NA,60.38,71.68,28.288,7.425,37.989,62.011
"DNK","Denmark","2005",9.48,NA,0.055,NA,NA,NA,60.39,71.1,31.499,6.901,36.872,63.128
"DNK","Denmark","2006",10.902,NA,0.056,NA,NA,NA,60.93,71.11,30.231,6.629,36.872,63.128
"DNK","Denmark","2007",9.984,NA,0.054,NA,NA,NA,60.66,70.95,29.539,7.048,37.989,62.011
"DNK","Denmark","2008",9.315,NA,0.056,NA,NA,NA,59.91,70.44,29.822,6.819,37.989,62.011
"DNK","Denmark","2009",8.84,NA,0.051,NA,NA,NA,59.65,69.3,26.243,6.816,37.989,62.011
"DNK","Denmark","2010",8.862,NA,0.049,NA,11.078,3.632,58.85,68.3,23.435,6.524,37.989,62.011
"DNK","Denmark","2011",7.933,NA,0.044,NA,11.078,3.625,58.59,67.65,24.806,6.655,39.106,60.894
"DNK","Denmark","2012",7.117,NA,0.042,NA,11.078,3.522,58.15,66.6,24.474,6.313,39.106,60.894
"DNK","Denmark","2013",7.424,NA,0.039,NA,10.644,3.526,57.6,65.36,23.997,5.125,39.106,60.894
"DNK","Denmark","2014",6.649,5.961,0.035,3.406,10.644,3.834,57.02,65.62,23.277,5.108,39.106,60.894
"DNK","Denmark","2015",6.184,5.812,0.035,3.192,10.644,3.6,56.73,66.02,22.005,5.601,37.43,62.57
"DNK","Denmark","2016",6.469,5.904,0.034,3.153,11.137,3.423,57.56,65.84,23.734,5.477,37.43,62.57
"DNK","Denmark","2017",6.042,5.908,0.027,3.012,11.11,3.602,57.61,65.92,23.336,4.999,37.43,62.57
"DNK","Denmark","2018",6.002,5.968,0.022,2.904,11.467,3.532,57.56,66.17,25.177,5.013,37.43,62.57
"DNK","Denmark","2019",5.34,5.717,0.016,2.89,11.091,3.171,57.99,66.86,22.974,4.519,39.106,60.894
"DNK","Denmark","2020",4.858,5.785,0.013,2.844,11.256,3.257,57.75,66.39,23.862,4.658,39.665,60.335
"DNK","Denmark","2021",5.058,5.472,0.013,2.779,10.63,3.006,58.11,67.11,24.146,4.658,39.665,60.335
"DNK","Denmark","2022",5.058,5.562,0.009,2.6,11.019,3.068,59.42,67.42,24.233,4.658,43.575,56.425
"ESP","Spain","1990",5.927,NA,0.188,NA,NA,NA,32.63,66.06,17.158,5.822,19.868,80.132
"ESP","Spain","1991",6.16,NA,0.184,NA,NA,NA,32.86,68.03,16.898,6.041,19.868,80.132
"ESP","Spain","1992",6.342,NA,0.17,NA,NA,NA,34.59,66.15,17.494,5.815,19.868,80.132
"ESP","Spain","1993",6.089,NA,0.162,NA,NA,NA,35.12,65.62,15.031,5.977,19.868,80.132
"ESP","Spain","1994",6.367,NA,0.151,NA,NA,NA,36.34,65.09,15.629,6.248,19.868,80.132
"ESP","Spain","1995",6.682,NA,0.144,NA,NA,NA,36.8,64.2,15.94,6.427,19.868,80.132
"ESP","Spain","1996",6.338,NA,0.141,NA,NA,NA,37.32,64.26,15.229,6.436,19.868,80.132
"ESP","Spain","1997",6.616,NA,0.141,NA,NA,NA,38.08,64.4,15.481,5.661,19.868,80.132
"ESP","Spain","1998",6.803,NA,0.142,NA,NA,NA,38.42,64.62,17.168,4.285,19.868,80.132
"ESP","Spain","1999",7.352,NA,0.152,NA,NA,NA,39.12,64.93,18.667,5.253,18.017,81.983
