"countryIsoCode","country","year","CONTINENTE","Expected Years of Schooling (years)","Gross National Income Per Capita (2017 PPP$)","Human Development Index (value)","HDI Rank","Life Expectancy at Birth (years)","Mean Years of Schooling (years)"
"DNK","Denmark","2018","EUROPA",18.722,57733.303,0.942,NA,80.99,12.861
"DNK","Denmark","2019","EUROPA",18.62,58453.588,0.946,NA,81.434,12.911
"DNK","Denmark","2020","EUROPA",18.64,57324.124,0.946,NA,81.545,12.96
"DNK","Denmark","2021","EUROPA",18.774,59993.31,0.947,NA,81.375,12.96
"DNK","Denmark","2022","EUROPA",18.774,62018.957,0.952,5,81.882,12.96
"ESP","Spain","2000","EUROPA",15.865,34513.805,0.828,NA,79.417,7.847
"ESP","Spain","2001","EUROPA",15.923,35385.75,0.833,NA,79.744,8.044
"ESP","Spain","2002","EUROPA",15.97,35928.429,0.838,NA,79.824,8.242
"ESP","Spain","2003","EUROPA",15.891,36449.218,0.84,NA,79.755,8.439
"ESP","Spain","2004","EUROPA",15.934,36903.1,0.846,NA,80.336,8.637
"ESP","Spain","2005","EUROPA",15.982,37439.662,0.851,NA,80.328,8.923
"ESP","Spain","2006","EUROPA",15.931,38140.622,0.856,NA,80.972,9.03
"ESP","Spain","2007","EUROPA",15.912,38549.404,0.857,NA,80.98,9.122
"ESP","Spain","2008","EUROPA",15.874,38152.672,0.858,NA,81.29,9.187
"ESP","Spain","2009","EUROPA",15.959,36702.644,0.86,NA,81.641,9.252
"ESP","Spain","2010","EUROPA",16.403,36770.264,0.868,NA,82.021,9.363
"ESP","Spain","2011","EUROPA",16.751,36232.958,0.873,NA,82.197,9.484
"ESP","Spain","2012","EUROPA",16.99,35483.35,0.875,NA,82.211,9.511
"ESP","Spain","2013","EUROPA",17.164,35145.956,0.88,NA,82.72,9.615
"ESP","Spain","2014","EUROPA",17.285,35852.332,0.884,NA,82.858,9.72
"ESP","Spain","2015","EUROPA",17.404,37385.841,0.889,NA,82.646,9.912
"ESP","Spain","2016","EUROPA",17.439,38592.801,0.894,NA,83.041,10.011
"ESP","Spain","2017","EUROPA",17.48,39565.057,0.896,NA,83.029,10.077
"ESP","Spain","2018","EUROPA",17.519,40334.818,0.899,NA,83.144,10.142
"ESP","Spain","2019","EUROPA",17.501,40854.139,0.904,NA,83.532,10.374
"ESP","Spain","2020","EUROPA",17.47,36075.605,0.894,NA,82.289,10.605
"ESP","Spain","2021","EUROPA",17.809,38132.739,0.904,NA,83.01,10.605
"ESP","Spain","2022","EUROPA",17.809,40043.338,0.911,27,83.912,10.605
"EST","Estonia","2000","EUROPA",15.163,17200.895,0.798,NA,71.33,12.176
"EST","Estonia","2001","EUROPA",15.658,18210.609,0.807,NA,71.418,12.347
"EST","Estonia","2002","EUROPA",15.948,19572.784,0.818,NA,71.871,12.517
"EST","Estonia","2003","EUROPA",16.091,21025.372,0.826,NA,72.158,12.688
"EST","Estonia","2004","EUROPA",16.255,22664.908,0.836,NA,72.644,12.859
"EST","Estonia","2005","EUROPA",16.491,25191.31,0.848,NA,73.197,13.03
"EST","Estonia","2006","EUROPA",16.457,27463.039,0.856,NA,73.479,13.2
"EST","Estonia","2007","EUROPA",16.433,29159.932,0.859,NA,73.605,13.218
"EST","Estonia","2008","EUROPA",16.298,28150.592,0.861,NA,74.412,13.252
"EST","Estonia","2009","EUROPA",16.318,24592.293,0.859,NA,75.192,13.321
"EST","Estonia","2010","EUROPA",16.508,24667.89,0.864,NA,75.749,13.331
"EST","Estonia","2011","EUROPA",16.635,26603.174,0.873,NA,76.468,13.399
"EST","Estonia","2012","EUROPA",16.607,27830.089,0.876,NA,76.545,13.449
"EST","Estonia","2013","EUROPA",16.497,28825.81,0.881,NA,77.127,13.539
"EST","Estonia","2014","EUROPA",16.27,29634.543,0.879,NA,77.141,13.443
"EST","Estonia","2015","EUROPA",16.121,30363.496,0.883,NA,77.656,13.489
"EST","Estonia","2016","EUROPA",15.953,31297.03,0.884,NA,77.82,13.51
"EST","Estonia","2017","EUROPA",15.814,32990.045,0.886,NA,77.976,13.555
"EST","Estonia","2018","EUROPA",15.752,34233.032,0.89,NA,78.139,13.656
"EST","Estonia","2019","EUROPA",15.74,35472.289,0.893,NA,78.669,13.602
"EST","Estonia","2020","EUROPA",15.775,35481.216,0.891,NA,78.343,13.548
"EST","Estonia","2021","EUROPA",15.943,38027.421,0.89,NA,77.144,13.548
"EST","Estonia","2022","EUROPA",15.943,37151.634,0.899,31,79.155,13.548
"FIN","Finland","2000","EUROPA",17.683,39632.356,0.887,NA,77.671,11.42
"FIN","Finland","2001","EUROPA",17.981,40826.601,0.897,NA,78.142,11.644
"FIN","Finland","2002","EUROPA",18.077,41570.765,0.901,NA,78.27,11.867
"FIN","Finland","2003","EUROPA",18.294,41911.211,0.905,NA,78.533,12.091
"FIN","Finland","2004","EUROPA",17.114,44041.312,0.901,NA,78.846,12.137
"FIN","Finland","2005","EUROPA",17.191,44976.906,0.904,NA,78.971,12.183
"FIN","Finland","2006","EUROPA",17.176,46836.604,0.909,NA,79.373,12.232
"FIN","Finland","2007","EUROPA",17.131,48806.83,0.911,NA,79.391,12.275
"FIN","Finland","2008","EUROPA",17.104,48899.26,0.913,NA,79.695,12.327
"FIN","Finland","2009","EUROPA",16.886,45214.66,0.908,NA,79.831,12.37
"FIN","Finland","2010","EUROPA",17.023,46462.538,0.912,NA,80.012,12.416
"FIN","Finland","2011","EUROPA",17.114,47002.118,0.916,NA,80.391,12.457
"FIN","Finland","2012","EUROPA",17.106,46162.763,0.916,NA,80.501,12.488
"FIN","Finland","2013","EUROPA",19.326,45511.679,0.926,NA,80.883,12.549
"FIN","Finland","2014","EUROPA",19.254,45421.877,0.928,NA,81.013,12.6
"FIN","Finland","2015","EUROPA",19.311,45515.943,0.93,NA,81.418,12.634
"FIN","Finland","2016","EUROPA",19.311,46417.019,0.931,NA,81.291,12.687
"FIN","Finland","2017","EUROPA",19.375,47593.887,0.934,NA,81.498,12.739
"FIN","Finland","2018","EUROPA",19.451,48241.61,0.936,NA,81.627,12.806
"FIN","Finland","2019","EUROPA",19.043,48828.941,0.939,NA,81.871,12.874
"FIN","Finland","2020","EUROPA",19.049,48175.683,0.939,NA,81.866,12.929
"FIN","Finland","2021","EUROPA",19.229,49480.528,0.941,NA,82.038,12.929
"FIN","Finland","2022","EUROPA",19.229,49522.099,0.942,12,82.351,12.929
"FRA","France","2000","EUROPA",14.937,40350.375,0.844,NA,79.047,9.471
"FRA","France","2001","EUROPA",14.852,40941.127,0.847,NA,79.224,9.662
"FRA","France","2002","EUROPA",14.783,40801.581,0.85,NA,79.413,9.854
"FRA","France","2003","EUROPA",14.869,40961,0.853,NA,79.421,10.046
"FRA","France","2004","EUROPA",14.855,41833.874,0.861,NA,80.339,10.238
"FRA","France","2005","EUROPA",15.433,42345.123,0.869,NA,80.339,10.317
"FRA","France","2006","EUROPA",15.418,43199.952,0.873,NA,80.748,10.444
"FRA","France","2007","EUROPA",15.352,43972.272,0.876,NA,80.967,10.57
"FRA","France","2008","EUROPA",15.298,43919.108,0.877,NA,81.049,10.654
"FRA","France","2009","EUROPA",15.272,42495.407,0.875,NA,81.178,10.632
"FRA","France","2010","EUROPA",15.381,43113.32,0.88,NA,81.427,10.779
"FRA","France","2011","EUROPA",15.417,43984.144,0.884,NA,81.813,10.852
"FRA","France","2012","EUROPA",15.489,43709.333,0.885,NA,81.774,10.935
"FRA","France","2013","EUROPA",15.461,43760.654,0.888,NA,82.016,11.081
"FRA","France","2014","EUROPA",15.442,43945.597,0.892,NA,82.476,11.226
"FRA","France","2015","EUROPA",15.514,44282.823,0.893,NA,82.186,11.334
"FRA","France","2016","EUROPA",15.623,44633.572,0.896,NA,82.437,11.351
"FRA","France","2017","EUROPA",15.74,45584.571,0.899,NA,82.473,11.41
"FRA","France","2018","EUROPA",15.844,46291.009,0.903,NA,82.591,11.51
"FRA","France","2019","EUROPA",15.868,46907.185,0.905,NA,82.731,11.61
"FRA","France","2020","EUROPA",15.933,42890.702,0.9,NA,82.21,11.689
"FRA","France","2021","EUROPA",15.988,46321.887,0.906,NA,82.499,11.689
"FRA","France","2022","EUROPA",15.988,47378.743,0.91,28,83.229,11.689
"GBR","United Kingdom","2000","EUROPA",15.996,38952.38,0.863,NA,77.853,10.699
"GBR","United Kingdom","2001","EUROPA",16.033,39741.861,0.869,NA,78.124,10.953
"GBR","United Kingdom","2002","EUROPA",16.126,40516.765,0.874,NA,78.241,11.207
"GBR","United Kingdom","2003","EUROPA",16.108,41584.726,0.879,NA,78.334,11.461
"GBR","United Kingdom","2004","EUROPA",16.555,42188.556,0.889,NA,78.904,11.714
"GBR","United Kingdom","2005","EUROPA",16.613,43108.904,0.895,NA,79.112,11.968
"GBR","United Kingdom","2006","EUROPA",16.033,43109.442,0.894,NA,79.355,12.248
"GBR","United Kingdom","2007","EUROPA",15.903,43647.09,0.897,NA,79.542,12.528
"GBR","United Kingdom","2008","EUROPA",16.054,43069.099,0.902,NA,79.665,12.808
"GBR","United Kingdom","2009","EUROPA",16.221,41006.965,0.907,NA,80.167,13.088
"GBR","United Kingdom","2010","EUROPA",16.459,42040.606,0.913,NA,80.401,13.213
"GBR","United Kingdom","2011","EUROPA",15.78,42314.411,0.909,NA,80.805,13.188
"GBR","United Kingdom","2012","EUROPA",15.698,42068.796,0.91,NA,80.866,13.339
"GBR","United Kingdom","2013","EUROPA",17.668,42187.882,0.923,NA,80.929,12.834
"GBR","United Kingdom","2014","EUROPA",17.502,43207.874,0.924,NA,81.16,12.889
"GBR","United Kingdom","2015","EUROPA",17.308,43714.153,0.923,NA,80.924,12.98
"GBR","United Kingdom","2016","EUROPA",17.36,44249.957,0.926,NA,81.075,13.071
"GBR","United Kingdom","2017","EUROPA",17.412,45607.637,0.929,NA,81.168,13.161
"GBR","United Kingdom","2018","EUROPA",17.151,45972.206,0.928,NA,81.125,13.243
"GBR","United Kingdom","2019","EUROPA",17.179,47066.258,0.933,NA,81.725,13.325
"GBR","United Kingdom","2020","EUROPA",17.168,40799.059,0.92,NA,80.434,13.406
"GBR","United Kingdom","2021","EUROPA",17.634,44750.236,0.931,NA,80.742,13.406
"GBR","United Kingdom","2022","EUROPA",17.634,46623.903,0.94,15,82.156,13.406
"GEO","Georgia","2000","EUROPA",12.59,4956.865,0.694,NA,69.575,11.806
"GEO","Georgia","2001","EUROPA",12.868,5200.733,0.7,NA,69.606,11.862
"GEO","Georgia","2002","EUROPA",13.105,5596.453,0.709,NA,70.024,11.919
"GEO","Georgia","2003","EUROPA",13.322,6270.084,0.719,NA,70.333,11.977
"GEO","Georgia","2004","EUROPA",13.507,6751.491,0.727,NA,70.567,12.035
"GEO","Georgia","2005","EUROPA",13.764,7423.629,0.738,NA,71.13,12.092
"GEO","Georgia","2006","EUROPA",13.507,8243.604,0.744,NA,71.394,12.15
"GEO","Georgia","2007","EUROPA",13.944,9174.359,0.755,NA,71.568,12.208
"GEO","Georgia","2008","EUROPA",13.442,9297.166,0.751,NA,71.332,12.266
"GEO","Georgia","2009","EUROPA",13.875,9037.946,0.756,NA,71.95,12.323
"GEO","Georgia","2010","EUROPA",14.116,9581.98,0.763,NA,72.128,12.381
"GEO","Georgia","2011","EUROPA",14.357,10268.198,0.771,NA,72.39,12.439
"GEO","Georgia","2012","EUROPA",14.598,11196.56,0.779,NA,72.412,12.496
"GEO","Georgia","2013","EUROPA",14.839,11544.515,0.784,NA,72.628,12.557
"GEO","Georgia","2014","EUROPA",15.163,12111.97,0.793,NA,73.099,12.618
"GEO","Georgia","2015","EUROPA",15.394,12334.658,0.798,NA,73.297,12.716
"GEO","Georgia","2016","EUROPA",15.562,12382.401,0.802,NA,73.569,12.815
"GEO","Georgia","2017","EUROPA",15.813,12924.218,0.807,NA,73.57,12.874
"GEO","Georgia","2018","EUROPA",16.009,13697.401,0.816,NA,73.341,13.341
"GEO","Georgia","2019","EUROPA",16.343,14314.323,0.816,NA,73.47,12.822
"GEO","Georgia","2020","EUROPA",16.271,13298.322,0.807,NA,72.765,12.782
"GEO","Georgia","2021","EUROPA",16.581,14489.377,0.809,NA,71.694,12.742
"GEO","Georgia","2022","EUROPA",16.727,15952.025,0.814,60,71.587,12.702
"GRC","Greece","2000","EUROPA",14.749,28951.661,0.818,NA,78.377,9.024
"GRC","Greece","2001","EUROPA",15.112,30078.679,0.827,NA,78.836,9.169
"GRC","Greece","2002","EUROPA",15.758,30946.458,0.838,NA,78.969,9.314
"GRC","Greece","2003","EUROPA",15.877,32612.755,0.844,NA,79.029,9.458
"GRC","Greece","2004","EUROPA",16.249,33944.355,0.852,NA,79.289,9.603
"GRC","Greece","2005","EUROPA",16.979,34612.463,0.864,NA,79.59,9.748
"GRC","Greece","2006","EUROPA",17.115,35857.398,0.872,NA,79.707,10.105
"GRC","Greece","2007","EUROPA",16.537,36669.809,0.866,NA,79.612,10.057
"GRC","Greece","2008","EUROPA",16.752,36306.368,0.871,NA,80.049,10.105
"GRC","Greece","2009","EUROPA",16.968,34916.546,0.873,NA,80.299,10.157
"GRC","Greece","2010","EUROPA",17.183,32958.92,0.874,NA,80.51,10.208
"GRC","Greece","2011","EUROPA",17.316,29495.107,0.871,NA,80.547,10.305
"GRC","Greece","2012","EUROPA",17.464,28553.431,0.87,NA,80.341,10.402
"GRC","Greece","2013","EUROPA",17.524,27809.84,0.874,NA,80.974,10.499
"GRC","Greece","2014","EUROPA",17.87,28309.774,0.879,NA,81.007,10.596
"GRC","Greece","2015","EUROPA",18.172,28237.388,0.881,NA,80.668,10.744
"GRC","Greece","2016","EUROPA",18.475,28101.695,0.877,NA,81.162,10.254
"GRC","Greece","2017","EUROPA",18.864,28461.456,0.88,NA,80.85,10.543
"GRC","Greece","2018","EUROPA",19.195,28822.259,0.886,NA,81.391,10.831
"GRC","Greece","2019","EUROPA",19.664,29457,0.89,NA,81.249,11.12
"GRC","Greece","2020","EUROPA",19.674,26972.582,0.887,NA,80.909,11.409
"GRC","Greece","2021","EUROPA",20.026,29421.5,0.887,NA,80.111,11.409
"GRC","Greece","2022","EUROPA",20.026,31381.667,0.893,33,80.614,11.409
"HRV","Croatia","2000","EUROPA",12.822,18016.281,0.764,NA,74.584,9.621
"HRV","Croatia","2001","EUROPA",13.54,19255.444,0.779,NA,74.644,9.927
"HRV","Croatia","2002","EUROPA",13.663,20435.94,0.785,NA,74.736,10.049
"HRV","Croatia","2003","EUROPA",13.867,21235.234,0.79,NA,74.611,10.171
"HRV","Croatia","2004","EUROPA",14.106,22457.718,0.801,NA,75.502,10.292
"HRV","Croatia","2005","EUROPA",14.344,23233.446,0.806,NA,75.408,10.414
"HRV","Croatia","2006","EUROPA",14.475,24318.38,0.814,NA,75.989,10.536
"HRV","Croatia","2007","EUROPA",14.55,25599.298,0.818,NA,75.86,10.657
"HRV","Croatia","2008","EUROPA",14.495,25848.49,0.821,NA,76.21,10.779
"HRV","Croatia","2009","EUROPA",14.454,23902.574,0.819,NA,76.392,10.901
"HRV","Croatia","2010","EUROPA",14.696,23734.795,0.824,NA,76.805,11.022
"HRV","Croatia","2011","EUROPA",14.818,23847.276,0.829,NA,77.222,11.144
"HRV","Croatia","2012","EUROPA",14.985,23342.234,0.832,NA,77.34,11.27
"HRV","Croatia","2013","EUROPA",15.284,23662.684,0.839,NA,77.843,11.397
"HRV","Croatia","2014","EUROPA",15.358,23763.866,0.842,NA,77.953,11.526
"HRV","Croatia","2015","EUROPA",15.315,25062.69,0.844,NA,77.56,11.656
"HRV","Croatia","2016","EUROPA",15.312,25543.402,0.85,NA,78.231,11.787
"HRV","Croatia","2017","EUROPA",15.405,27146.1,0.855,NA,78.083,11.92
"HRV","Croatia","2018","EUROPA",15.458,28102.101,0.86,NA,78.337,12.055
"HRV","Croatia","2019","EUROPA",15.462,29373.032,0.866,NA,78.738,12.191
"HRV","Croatia","2020","EUROPA",15.486,27623.955,0.86,NA,77.984,12.329
"HRV","Croatia","2021","EUROPA",15.573,32072.96,0.867,NA,77.58,12.329
"HRV","Croatia","2022","EUROPA",15.573,34323.807,0.878,39,79.236,12.329
"HUN","Hungary","2000","EUROPA",14.319,18229.181,0.773,NA,71.758,10.171
"HUN","Hungary","2001","EUROPA",14.664,19017.686,0.782,NA,72.394,10.24
"HUN","Hungary","2002","EUROPA",15.055,20002.388,0.791,NA,72.507,10.388
"HUN","Hungary","2003","EUROPA",15.438,20899.429,0.798,NA,72.514,10.536
"HUN","Hungary","2004","EUROPA",15.18,21877.126,0.802,NA,72.906,10.684
"HUN","Hungary","2005","EUROPA",15.364,22839.378,0.807,NA,72.865,10.832
"HUN","Hungary","2006","EUROPA",15.45,23816.233,0.815,NA,73.344,11.077
"HUN","Hungary","2007","EUROPA",15.459,23552.328,0.818,NA,73.432,11.321
"HUN","Hungary","2008","EUROPA",15.449,24105.053,0.824,NA,73.958,11.566
"HUN","Hungary","2009","EUROPA",15.404,23096.566,0.826,NA,74.179,11.81
"HUN","Hungary","2010","EUROPA",15.486,23309.764,0.829,NA,74.519,11.882
"HUN","Hungary","2011","EUROPA",15.503,23792.588,0.833,NA,74.923,11.921
"HUN","Hungary","2012","EUROPA",15.491,23776.229,0.833,NA,75.181,11.839
"HUN","Hungary","2013","EUROPA",15.83,24600.48,0.843,NA,75.681,12.009
"HUN","Hungary","2014","EUROPA",15.586,25283.392,0.84,NA,75.847,11.773
"HUN","Hungary","2015","EUROPA",15.318,26203.762,0.839,NA,75.652,11.848
"HUN","Hungary","2016","EUROPA",15.15,27446.699,0.843,NA,76.155,11.889
"HUN","Hungary","2017","EUROPA",15.247,28302.773,0.846,NA,76.005,11.979
"HUN","Hungary","2018","EUROPA",15.17,29908.592,0.85,NA,76.204,12.069
"HUN","Hungary","2019","EUROPA",15.03,31789.809,0.854,NA,76.454,12.16
"HUN","Hungary","2020","EUROPA",15.058,30482.806,0.849,NA,75.73,12.25
"HUN","Hungary","2021","EUROPA",15.073,32609.772,0.846,NA,74.53,12.25
"HUN","Hungary","2022","EUROPA",15.073,34195.541,0.851,47,74.958,12.25
"IRL","Ireland","2000","EUROPA",16.43,42575.656,0.851,NA,76.542,9.552
"IRL","Ireland","2001","EUROPA",16.563,43202.748,0.859,NA,77.109,9.809
"IRL","Ireland","2002","EUROPA",16.806,44194.066,0.868,NA,77.6,10.065
"IRL","Ireland","2003","EUROPA",16.982,46045.102,0.877,NA,78.111,10.322
"IRL","Ireland","2004","EUROPA",17.24,48571.806,0.888,NA,78.513,10.578
"IRL","Ireland","2005","EUROPA",17.239,50383.231,0.894,NA,78.916,10.835
"IRL","Ireland","2006","EUROPA",16.971,52113.07,0.898,NA,79.152,11.091
"IRL","Ireland","2007","EUROPA",17.014,52648.843,0.904,NA,79.555,11.348
"IRL","Ireland","2008","EUROPA",17.262,49307.602,0.905,NA,79.763,11.422
"IRL","Ireland","2009","EUROPA",17.037,44773.575,0.9,NA,80.046,11.495
"IRL","Ireland","2010","EUROPA",17.463,45595.162,0.908,NA,80.523,11.569
"IRL","Ireland","2011","EUROPA",17.938,44430.02,0.906,NA,80.633,11
"IRL","Ireland","2012","EUROPA",17.956,43866.517,0.907,NA,80.752,11.072
"IRL","Ireland","2013","EUROPA",18.07,45949.938,0.911,NA,80.968,11.145
"IRL","Ireland","2014","EUROPA",18.183,49662.6,0.918,NA,81.307,11.217
"IRL","Ireland","2015","EUROPA",18.709,55036.926,0.924,NA,81.416,11.289
"IRL","Ireland","2016","EUROPA",18.793,58828.868,0.929,NA,81.55,11.362
"IRL","Ireland","2017","EUROPA",18.705,62004.387,0.934,NA,81.917,11.434
"IRL","Ireland","2018","EUROPA",19.756,64966.045,0.938,NA,82.086,11.508
"IRL","Ireland","2019","EUROPA",18.945,67651.59,0.942,NA,82.259,11.582
"IRL","Ireland","2020","EUROPA",18.84,69108.812,0.945,NA,82.47,11.657
"IRL","Ireland","2021","EUROPA",19.126,78952.571,0.946,NA,81.998,11.657
"IRL","Ireland","2022","EUROPA",19.126,87467.514,0.95,7,82.716,11.657
"ISL","Iceland","2000","EUROPA",17.024,38780.135,0.895,NA,79.891,11.741
"ISL","Iceland","2001","EUROPA",17.05,39800.577,0.902,NA,80.704,11.887
"ISL","Iceland","2002","EUROPA",17.56,40789.086,0.909,NA,80.543,12.034
"ISL","Iceland","2003","EUROPA",18.244,40843.174,0.916,NA,80.776,12.181
"ISL","Iceland","2004","EUROPA",17.929,42455.992,0.92,NA,80.979,12.327
"ISL","Iceland","2005","EUROPA",18.142,44540.583,0.926,NA,81.242,12.474
"ISL","Iceland","2006","EUROPA",18.129,45274.613,0.928,NA,81.239,12.563
"ISL","Iceland","2007","EUROPA",17.971,48591.506,0.933,NA,81.351,12.653
"ISL","Iceland","2008","EUROPA",18.005,41671.324,0.927,NA,81.388,12.742
"ISL","Iceland","2009","EUROPA",17.984,39309.892,0.925,NA,81.556,12.832
"ISL","Iceland","2010","EUROPA",18.523,38786.143,0.927,NA,81.7,12.922
"ISL","Iceland","2011","EUROPA",18.745,41057.354,0.933,NA,82.178,13.011
"ISL","Iceland","2012","EUROPA",19.18,42628.494,0.938,NA,82.556,13.101
"ISL","Iceland","2013","EUROPA",19.761,48035.514,0.942,NA,81.929,13.19
"ISL","Iceland","2014","EUROPA",19.71,48035.398,0.946,NA,82.613,13.28
"ISL","Iceland","2015","EUROPA",19.353,50197.423,0.948,NA,82.351,13.369
"ISL","Iceland","2016","EUROPA",19.067,53753.702,0.951,NA,82.03,13.459
"ISL","Iceland","2017","EUROPA",18.74,53923.222,0.955,NA,82.535,13.548
"ISL","Iceland","2018","EUROPA",18.5,55715.931,0.958,NA,82.77,13.638
"ISL","Iceland","2019","EUROPA",18.235,56452.941,0.958,NA,82.404,13.727
"ISL","Iceland","2020","EUROPA",18.24,51984.13,0.955,NA,82.576,13.767
"ISL","Iceland","2021","EUROPA",19.107,52671.007,0.957,NA,82.678,13.767
"ISL","Iceland","2022","EUROPA",19.107,54688.379,0.959,3,82.815,13.767
"ITA","Italy","2000","EUROPA",15.082,42888.162,0.842,NA,79.607,8.755
"ITA","Italy","2001","EUROPA",15.409,43733.282,0.849,NA,79.886,8.841
"ITA","Italy","2002","EUROPA",15.648,43716.554,0.854,NA,80.114,8.949
"ITA","Italy","2003","EUROPA",15.912,43566.656,0.858,NA,80.193,9.056
"ITA","Italy","2004","EUROPA",16.064,44043.317,0.866,NA,81.02,9.164
"ITA","Italy","2005","EUROPA",16.191,44329.463,0.869,NA,81.023,9.272
"ITA","Italy","2006","EUROPA",16.314,45094.334,0.874,NA,81.417,9.389
"ITA","Italy","2007","EUROPA",16.387,45390.372,0.878,NA,81.503,9.531
"ITA","Italy","2008","EUROPA",16.352,44218.282,0.878,NA,81.647,9.65
"ITA","Italy","2009","EUROPA",16.282,42047.286,0.877,NA,81.763,9.732
"ITA","Italy","2010","EUROPA",16.234,42573.454,0.88,NA,82.137,9.823
"ITA","Italy","2011","EUROPA",16.39,42784.222,0.883,NA,82.235,9.898
"ITA","Italy","2012","EUROPA",16.171,41450.834,0.881,NA,82.259,10.024
"ITA","Italy","2013","EUROPA",15.98,40198.239,0.88,NA,82.66,10.123
"ITA","Italy","2014","EUROPA",15.964,39901.022,0.882,NA,82.908,10.222
"ITA","Italy","2015","EUROPA",15.954,39968.617,0.881,NA,82.525,10.306
"ITA","Italy","2016","EUROPA",15.953,40954.973,0.886,NA,83.049,10.393
"ITA","Italy","2017","EUROPA",16.149,41812.974,0.889,NA,82.728,10.48
"ITA","Italy","2018","EUROPA",16.288,42510.729,0.894,NA,83.185,10.566
"ITA","Italy","2019","EUROPA",16.38,43102.264,0.899,NA,83.552,10.653
"ITA","Italy","2020","EUROPA",16.531,39586.545,0.892,NA,82.395,10.74
"ITA","Italy","2021","EUROPA",16.658,42855.852,0.899,NA,82.85,10.74
"ITA","Italy","2022","EUROPA",16.658,44284.157,0.906,30,84.057,10.74
"KAZ","Kazakhstan","2000","EUROPA",12.238,9993.544,0.68,NA,64.178,9.783
"KAZ","Kazakhstan","2001","EUROPA",12.639,11521.959,0.695,NA,64.368,10.03
"KAZ","Kazakhstan","2002","EUROPA",13.041,12765.078,0.706,NA,64.269,10.278
"KAZ","Kazakhstan","2003","EUROPA",13.442,13734.711,0.717,NA,64.554,10.526
"KAZ","Kazakhstan","2004","EUROPA",13.844,14758.682,0.729,NA,64.857,10.773
"KAZ","Kazakhstan","2005","EUROPA",14.246,15396.172,0.739,NA,65.117,11.021
"KAZ","Kazakhstan","2006","EUROPA",14.647,16317.191,0.75,NA,65.627,11.268
"KAZ","Kazakhstan","2007","EUROPA",14.608,17274.634,0.757,NA,65.928,11.516
"KAZ","Kazakhstan","2008","EUROPA",14.57,16779.208,0.757,NA,66.702,11.265
"KAZ","Kazakhstan","2009","EUROPA",14.531,17769.165,0.76,NA,67.279,11.013
"KAZ","Kazakhstan","2010","EUROPA",14.492,17976.274,0.766,NA,68.116,11.177
"KAZ","Kazakhstan","2011","EUROPA",14.701,18264.097,0.774,NA,68.745,11.342
"KAZ","Kazakhstan","2012","EUROPA",14.786,19217.179,0.781,NA,69.129,11.506
"KAZ","Kazakhstan","2013","EUROPA",14.574,21068.974,0.789,NA,69.814,11.67
"KAZ","Kazakhstan","2014","EUROPA",14.395,21752.924,0.794,NA,70.333,11.834
"KAZ","Kazakhstan","2015","EUROPA",14.199,23136.888,0.799,NA,70.727,11.998
"KAZ","Kazakhstan","2016","EUROPA",14.106,22005.084,0.797,NA,70.898,12.069
"KAZ","Kazakhstan","2017","EUROPA",14.216,22157.871,0.802,NA,71.396,12.139
"KAZ","Kazakhstan","2018","EUROPA",14.351,22171.838,0.804,NA,71.472,12.21
"KAZ","Kazakhstan","2019","EUROPA",14.582,22786.553,0.81,NA,71.567,12.321
"KAZ","Kazakhstan","2020","EUROPA",14.816,23303.726,0.806,NA,70.03,12.433
"KAZ","Kazakhstan","2021","EUROPA",14.816,22601.718,0.801,NA,69.362,12.433
"KAZ","Kazakhstan","2022","EUROPA",14.816,22586.799,0.802,67,69.489,12.433
"LIE","Liechtenstein","2000","EUROPA",13.791,124684.144,0.871,NA,76.98,11.147
"LIE","Liechtenstein","2001","EUROPA",13.94,112370.251,0.887,NA,79.479,11.238
"LIE","Liechtenstein","2002","EUROPA",14.09,108148.623,0.891,NA,79.853,11.329
"LIE","Liechtenstein","2003","EUROPA",14.241,101882.473,0.896,NA,80.179,11.42
"LIE","Liechtenstein","2004","EUROPA",14.656,100632.781,0.91,NA,82,11.511
"LIE","Liechtenstein","2005","EUROPA",14.277,107986.847,0.902,NA,80.823,11.602
"LIE","Liechtenstein","2006","EUROPA",14.644,119723.684,0.907,NA,81.16,11.588
"LIE","Liechtenstein","2007","EUROPA",14.693,132691.428,0.909,NA,81.503,11.574
"LIE","Liechtenstein","2008","EUROPA",15.009,128718.761,0.918,NA,82.885,11.51
"LIE","Liechtenstein","2009","EUROPA",14.851,109184.109,0.913,NA,81.68,11.717
"LIE","Liechtenstein","2010","EUROPA",14.859,114321.838,0.916,NA,81.999,11.758
"LIE","Liechtenstein","2011","EUROPA",15.198,101949.076,0.919,NA,81.933,11.754
"LIE","Liechtenstein","2012","EUROPA",15.132,90289.262,0.921,NA,82.498,11.795
"LIE","Liechtenstein","2013","EUROPA",15.114,102356.754,0.921,NA,82.425,11.831
"LIE","Liechtenstein","2014","EUROPA",15.096,105584.963,0.923,NA,82.219,12.059
"LIE","Liechtenstein","2015","EUROPA",15.032,107019.833,0.926,NA,82.806,12.122
"LIE","Liechtenstein","2016","EUROPA",15.083,126757.284,0.925,NA,82.393,12.159
"LIE","Liechtenstein","2017","EUROPA",15.186,140996.208,0.934,NA,83.892,12.204
"LIE","Liechtenstein","2018","EUROPA",14.936,141109.909,0.928,NA,83.146,12.253
